1,211.48097443580627,1820,0.0878918,0.006449,0.1650837

MaelNetB1_MaelNetS1_MSL_MSE_NO_SL2_MaelNetB1_MSL_ftM_dm512_nh8_el2_dl1_df2048_fc5_ebtimeF_dtTrue_test_0
Epoch,Cost Time,Steps,Train Loss,Vali Loss,Test Loss
2,218.58723974227905,1820,0.0248625,0.006836,0.1343798

3,221.59550619125366,1820,0.006961,0.0018962,0.0868689

4,221.4123513698578,1820,0.0041497,0.0013992,0.0914156

5,222.57896184921265,1820,0.0033103,0.0011534,0.0839021

6,222.54972052574158,1820,0.0028943,0.0009774,0.0833993

7,221.89493989944458,1820,0.0027075,0.0009677,0.0825902

8,221.41182136535645,1820,0.002617,0.0009331,0.0824854

9,222.60135769844055,1820,0.0025866,0.0009086,0.0827624

10,221.81101632118225,1820,0.0025488,0.000912,0.0825487


